,x,y,clay1,clay2,clay3,clay4,valsSlope,valsDem
11328,602237.664,6158969.61,24.98,28.611,31.234,18.309,0.028513193,359.6341858
11329,602265.9982,6158969.61,24.98,28.611,31.234,18.309,0.020713711,360.3240662
11330,602294.3324,6158969.61,24.98,28.611,31.234,18.309,0.016755372,360.7364197
11331,602322.6667,6158969.61,25.04,28.733,31.301,18.285,0.019216252,361.0482788
11332,602351.0009,6158969.61,25.04,28.733,31.301,18.285,0.024435986,361.4891663
11333,602379.3351,6158969.61,25.04,28.733,31.301,18.285,0.028428387,362.1365356
11334,602407.6694,6158969.61,23.962,30.186,36.772,29.259,0.028482996,362.8700256
11335,602436.0036,6158969.61,23.962,30.186,36.772,29.259,0.026044436,363.5671692
11336,602464.3378,6158969.61,23.962,30.186,36.772,29.259,0.022782436,364.1824341
11337,602492.6721,6158969.61,23.962,30.186,36.772,29.259,0.020819319,364.7077332
11338,602521.0063,6158969.61,23.691,30.736,38.513,32.591,0.022353437,365.2812195
11339,602549.3405,6158969.61,23.691,30.736,38.513,32.591,0.026295135,365.9693298
11340,602577.6748,6158969.61,23.691,30.736,38.513,32.591,0.029861862,366.7587891
11341,602606.009,6158969.61,25.113,30.019,34.031,22.698,0.030143963,367.6205139
11342,602634.3433,6158969.61,25.113,30.019,34.031,22.698,0.025797408,368.4273682
11343,602662.6775,6158969.61,25.113,30.019,34.031,22.698,0.02051401,369.0688477
11344,602691.0117,6158969.61,25.113,30.019,34.031,22.698,0.020218335,369.5875549
11345,602719.346,6158969.61,24.3,29.78,34.61,24.399,0.026166497,370.1414795
11346,602747.6802,6158969.61,24.3,29.78,34.61,24.399,0.03326866,370.9093018
11347,602776.0144,6158969.61,24.3,29.78,34.61,24.399,0.035981487,371.8200684
11348,602804.3487,6158969.61,24.032,29.69,34.62,24.395,0.034804061,372.6894836
11349,NA,NA,NA,NA,NA,NA,NA,NA
11350,602861.0171,6158969.61,24.032,29.69,34.62,24.395,0.028462116,374.1393127
11351,602889.3514,6158969.61,24.032,29.69,34.62,24.395,0.023391245,374.6479187
11352,602917.6856,6158969.61,24.592,29.875,34.043,22.711,0.01783035,375.006897
11353,602946.0198,6158969.61,24.592,29.875,34.043,22.711,0.014611058,375.2978516
11354,602974.3541,6158969.61,24.592,29.875,34.043,22.711,0.016060343,375.644165
11355,603002.6883,6158969.61,24.055,30.643,36.828,28.231,0.019326841,376.1174622
11356,603031.0226,6158969.61,24.055,30.643,36.828,28.231,0.021128971,376.6742249
11357,603059.3568,6158969.61,24.055,30.643,36.828,28.231,0.020337133,377.2591553
11358,603087.691,6158969.61,24.055,30.643,36.828,28.231,0.016772475,377.7753906
11359,603116.0253,6158969.61,24.52,30.801,36.364,26.889,0.013064533,378.1370239
11360,603144.3595,6158969.61,24.52,30.801,36.364,26.889,0.012765304,378.3698425
11361,603172.6937,6158969.61,24.52,30.801,36.364,26.889,0.016069261,378.6171875
11362,603201.028,6158969.61,24.32,30.932,36.903,27.919,0.021698833,379.063324
11363,603229.3622,6158969.61,24.32,30.932,36.903,27.919,0.024499156,379.7014771
11364,603257.6964,6158969.61,24.32,30.932,36.903,27.919,0.022782562,380.3260803
11365,603286.0307,6158969.61,24.32,30.932,36.903,27.919,0.020275429,380.8541565
11366,603314.3649,6158969.61,24.605,31.167,36.928,27.592,0.019202741,381.3348694
11367,603342.6991,6158969.61,24.605,31.167,36.928,27.592,0.020263432,381.8269348
11368,603371.0334,6158969.61,24.605,31.167,36.928,27.592,0.02347241,382.3901062
11369,603399.3676,6158969.61,24.605,31.167,36.928,27.592,0.028012525,383.0699158
11370,603427.7019,6158969.61,23.689,31.562,39.343,32.692,0.032290623,383.8756409
11371,603456.0361,6158969.61,23.689,31.562,39.343,32.692,0.034146238,384.7518921
11372,603484.3703,6158969.61,23.689,31.562,39.343,32.692,0.035064816,385.5463867
11373,603512.7046,6158969.61,24.804,30.011,33.218,20.085,0.038108371,386.2478027
11374,603541.0388,6158969.61,24.804,30.011,33.218,20.085,0.042330354,386.9694214
11375,603569.373,6158969.61,24.804,30.011,33.218,20.085,0.046532571,387.8102417
11376,603597.7073,6158969.61,24.804,30.011,33.218,20.085,0.049524441,388.8329163
11377,603626.0415,6158969.61,24.408,30.283,34.38,22.203,0.050825901,389.9902954
11378,603654.3757,6158969.61,24.408,30.283,34.38,22.203,0.050721832,391.2342834
11379,603682.71,6158969.61,24.408,30.283,34.38,22.203,0.046210542,392.503418
11380,603711.0442,6158969.61,23.679,31.648,39.048,31.281,0.034412198,393.570282
11381,603739.3784,6158969.61,23.679,31.648,39.048,31.281,0.017909124,394.2469788
11382,603767.7127,6158969.61,23.679,31.648,39.048,31.281,0.00705828,394.5205994
11383,603796.0469,6158969.61,23.679,31.648,39.048,31.281,0.018420501,394.4410095
11384,603824.3811,6158969.61,23.405,31.161,38.126,29.748,0.02700951,394.1746826
11385,603852.7154,6158969.61,23.405,31.161,38.126,29.748,0.031216519,393.8337708
11386,603881.0496,6158969.61,23.405,31.161,38.126,29.748,0.031828098,393.4611206
11387,603909.3839,6158969.61,24.991,29.662,31.474,16.022,0.028947935,393.1076965
11388,603937.7181,6158969.61,24.991,29.662,31.474,16.022,0.023614993,392.8665771
11389,603966.0523,6158969.61,24.991,29.662,31.474,16.022,0.018534249,392.7558594
11390,603994.3866,6158969.61,24.991,29.662,31.474,16.022,0.011886036,392.7320557
11391,604022.7208,6158969.61,26.321,29.505,28.813,9.9555,0.00801158,392.7754822
11392,NA,NA,NA,NA,NA,NA,NA,NA
11393,NA,NA,NA,NA,NA,NA,NA,NA
11394,NA,NA,NA,NA,NA,NA,NA,NA
11395,NA,NA,NA,NA,NA,NA,NA,NA
11396,NA,NA,NA,NA,NA,NA,NA,NA
11397,NA,NA,NA,NA,NA,NA,NA,NA
11398,NA,NA,NA,NA,NA,NA,NA,NA
11399,NA,NA,NA,NA,NA,NA,NA,NA
11400,NA,NA,NA,NA,NA,NA,NA,NA
11401,NA,NA,NA,NA,NA,NA,NA,NA
11402,NA,NA,NA,NA,NA,NA,NA,NA
11403,NA,NA,NA,NA,NA,NA,NA,NA
11404,NA,NA,NA,NA,NA,NA,NA,NA
11405,NA,NA,NA,NA,NA,NA,NA,NA
11406,NA,NA,NA,NA,NA,NA,NA,NA
11407,NA,NA,NA,NA,NA,NA,NA,NA
11408,NA,NA,NA,NA,NA,NA,NA,NA
11409,NA,NA,NA,NA,NA,NA,NA,NA
11410,NA,NA,NA,NA,NA,NA,NA,NA
11411,NA,NA,NA,NA,NA,NA,NA,NA
11412,NA,NA,NA,NA,NA,NA,NA,NA
11413,NA,NA,NA,NA,NA,NA,NA,NA
11414,NA,NA,NA,NA,NA,NA,NA,NA
11415,NA,NA,NA,NA,NA,NA,NA,NA
11416,NA,NA,NA,NA,NA,NA,NA,NA
11417,NA,NA,NA,NA,NA,NA,NA,NA
11418,NA,NA,NA,NA,NA,NA,NA,NA
11419,NA,NA,NA,NA,NA,NA,NA,NA
11420,NA,NA,NA,NA,NA,NA,NA,NA
11421,NA,NA,NA,NA,NA,NA,NA,NA
11422,NA,NA,NA,NA,NA,NA,NA,NA
11423,NA,NA,NA,NA,NA,NA,NA,NA
11424,NA,NA,NA,NA,NA,NA,NA,NA
11425,NA,NA,NA,NA,NA,NA,NA,NA
11426,NA,NA,NA,NA,NA,NA,NA,NA
11427,NA,NA,NA,NA,NA,NA,NA,NA
11428,NA,NA,NA,NA,NA,NA,NA,NA
11429,NA,NA,NA,NA,NA,NA,NA,NA
11430,NA,NA,NA,NA,NA,NA,NA,NA
11431,NA,NA,NA,NA,NA,NA,NA,NA
11432,NA,NA,NA,NA,NA,NA,NA,NA
11433,NA,NA,NA,NA,NA,NA,NA,NA
11434,NA,NA,NA,NA,NA,NA,NA,NA
11435,NA,NA,NA,NA,NA,NA,NA,NA
11436,NA,NA,NA,NA,NA,NA,NA,NA
11437,NA,NA,NA,NA,NA,NA,NA,NA
11438,NA,NA,NA,NA,NA,NA,NA,NA
11439,NA,NA,NA,NA,NA,NA,NA,NA
11440,NA,NA,NA,NA,NA,NA,NA,NA
11441,NA,NA,NA,NA,NA,NA,NA,NA
11442,NA,NA,NA,NA,NA,NA,NA,NA
11443,NA,NA,NA,NA,NA,NA,NA,NA
11444,NA,NA,NA,NA,NA,NA,NA,NA
11445,NA,NA,NA,NA,NA,NA,NA,NA
11446,NA,NA,NA,NA,NA,NA,NA,NA
11447,NA,NA,NA,NA,NA,NA,NA,NA
11448,NA,NA,NA,NA,NA,NA,NA,NA
11449,NA,NA,NA,NA,NA,NA,NA,NA
11450,NA,NA,NA,NA,NA,NA,NA,NA
11451,NA,NA,NA,NA,NA,NA,NA,NA
11452,NA,NA,NA,NA,NA,NA,NA,NA
11453,NA,NA,NA,NA,NA,NA,NA,NA
11454,NA,NA,NA,NA,NA,NA,NA,NA
11455,NA,NA,NA,NA,NA,NA,NA,NA
11456,NA,NA,NA,NA,NA,NA,NA,NA
11457,NA,NA,NA,NA,NA,NA,NA,NA
11458,NA,NA,NA,NA,NA,NA,NA,NA
11459,NA,NA,NA,NA,NA,NA,NA,NA
11460,NA,NA,NA,NA,NA,NA,NA,NA
11461,NA,NA,NA,NA,NA,NA,NA,NA
11462,NA,NA,NA,NA,NA,NA,NA,NA
11463,NA,NA,NA,NA,NA,NA,NA,NA
11464,NA,NA,NA,NA,NA,NA,NA,NA
11465,NA,NA,NA,NA,NA,NA,NA,NA
11466,NA,NA,NA,NA,NA,NA,NA,NA
11467,NA,NA,NA,NA,NA,NA,NA,NA
11468,NA,NA,NA,NA,NA,NA,NA,NA
11469,NA,NA,NA,NA,NA,NA,NA,NA
11470,NA,NA,NA,NA,NA,NA,NA,NA
11471,NA,NA,NA,NA,NA,NA,NA,NA
11472,NA,NA,NA,NA,NA,NA,NA,NA
11473,NA,NA,NA,NA,NA,NA,NA,NA
11474,NA,NA,NA,NA,NA,NA,NA,NA
11475,NA,NA,NA,NA,NA,NA,NA,NA
11476,NA,NA,NA,NA,NA,NA,NA,NA
11477,NA,NA,NA,NA,NA,NA,NA,NA
11478,NA,NA,NA,NA,NA,NA,NA,NA
11479,NA,NA,NA,NA,NA,NA,NA,NA
11480,NA,NA,NA,NA,NA,NA,NA,NA
11481,NA,NA,NA,NA,NA,NA,NA,NA
11482,NA,NA,NA,NA,NA,NA,NA,NA
11483,NA,NA,NA,NA,NA,NA,NA,NA
11484,NA,NA,NA,NA,NA,NA,NA,NA
11485,NA,NA,NA,NA,NA,NA,NA,NA
11486,NA,NA,NA,NA,NA,NA,NA,NA
11487,NA,NA,NA,NA,NA,NA,NA,NA
11488,NA,NA,NA,NA,NA,NA,NA,NA
11489,NA,NA,NA,NA,NA,NA,NA,NA
11490,NA,NA,NA,NA,NA,NA,NA,NA
11491,NA,NA,NA,NA,NA,NA,NA,NA
11492,NA,NA,NA,NA,NA,NA,NA,NA
11493,NA,NA,NA,NA,NA,NA,NA,NA
11494,NA,NA,NA,NA,NA,NA,NA,NA
11495,NA,NA,NA,NA,NA,NA,NA,NA
11496,NA,NA,NA,NA,NA,NA,NA,NA
11497,NA,NA,NA,NA,NA,NA,NA,NA
11498,NA,NA,NA,NA,NA,NA,NA,NA
11499,NA,NA,NA,NA,NA,NA,NA,NA
11500,NA,NA,NA,NA,NA,NA,NA,NA
11501,NA,NA,NA,NA,NA,NA,NA,NA
11502,NA,NA,NA,NA,NA,NA,NA,NA
11503,NA,NA,NA,NA,NA,NA,NA,NA
11504,NA,NA,NA,NA,NA,NA,NA,NA
11505,NA,NA,NA,NA,NA,NA,NA,NA
11506,NA,NA,NA,NA,NA,NA,NA,NA
11507,NA,NA,NA,NA,NA,NA,NA,NA
11508,NA,NA,NA,NA,NA,NA,NA,NA
11509,NA,NA,NA,NA,NA,NA,NA,NA
11510,NA,NA,NA,NA,NA,NA,NA,NA
11511,NA,NA,NA,NA,NA,NA,NA,NA
11512,NA,NA,NA,NA,NA,NA,NA,NA
11513,NA,NA,NA,NA,NA,NA,NA,NA
11514,NA,NA,NA,NA,NA,NA,NA,NA
11515,NA,NA,NA,NA,NA,NA,NA,NA
11516,NA,NA,NA,NA,NA,NA,NA,NA
11517,NA,NA,NA,NA,NA,NA,NA,NA
11518,NA,NA,NA,NA,NA,NA,NA,NA
11519,NA,NA,NA,NA,NA,NA,NA,NA
11520,NA,NA,NA,NA,NA,NA,NA,NA
11521,NA,NA,NA,NA,NA,NA,NA,NA
11522,NA,NA,NA,NA,NA,NA,NA,NA
11523,NA,NA,NA,NA,NA,NA,NA,NA
11524,NA,NA,NA,NA,NA,NA,NA,NA
11525,NA,NA,NA,NA,NA,NA,NA,NA
11526,NA,NA,NA,NA,NA,NA,NA,NA
11527,NA,NA,NA,NA,NA,NA,NA,NA
11528,601529.3081,6158941.276,24.129,28.514,33.097,21.882,0.060824577,362.6108704
11529,601557.6423,6158941.276,24.129,28.514,33.097,21.882,0.061477024,361.8571777
11530,601585.9765,6158941.276,24.129,28.514,33.097,21.882,0.06572333,361.3560791
11531,601614.3108,6158941.276,23.211,28.504,34.533,25.603,0.071481928,360.9213562
11532,601642.645,6158941.276,23.211,28.504,34.533,25.603,0.076292351,360.2917786
11533,601670.9792,6158941.276,23.211,28.504,34.533,25.603,0.076651946,359.2432556
11534,601699.3135,6158941.276,23.211,28.504,34.533,25.603,0.069822386,357.9925842
11535,601727.6477,6158941.276,25.24,28.477,31.113,17.872,0.057919763,356.9331055
11536,601755.982,6158941.276,25.24,28.477,31.113,17.872,0.047521122,356.2942505
11537,601784.3162,6158941.276,25.24,28.477,31.113,17.872,0.042138461,356.0362854
11538,601812.6504,6158941.276,25.087,28.79,32.079,19.869,0.041759223,356.1109619
11539,601840.9847,6158941.276,25.087,28.79,32.079,19.869,0.043575149,356.4284363
11540,601869.3189,6158941.276,25.087,28.79,32.079,19.869,0.044542726,356.8128967
11541,601897.6531,6158941.276,25.087,28.79,32.079,19.869,0.04411551,357.1085815
11542,601925.9874,6158941.276,23.637,30.105,37.86,31.967,0.042584162,357.2483826
11543,601954.3216,6158941.276,23.637,30.105,37.86,31.967,0.040181935,357.1760559
11544,601982.6558,6158941.276,23.637,30.105,37.86,31.967,0.036424566,356.8800049
11545,602010.9901,6158941.276,25.136,28.904,32.088,19.985,0.030202195,356.4744568
11546,602039.3243,6158941.276,25.136,28.904,32.088,19.985,0.023789462,356.204895
11547,602067.6585,6158941.276,25.136,28.904,32.088,19.985,0.020969059,356.1584473
11548,602095.9928,6158941.276,25.136,28.904,32.088,19.985,0.020955581,356.2927246
11549,602124.327,6158941.276,24.857,28.586,31.558,19.192,0.023317089,356.6471252
11550,602152.6612,6158941.276,24.857,28.586,31.558,19.192,0.026046852,357.2236938
11551,602180.9955,6158941.276,24.857,28.586,31.558,19.192,0.02724774,357.9281616
11552,602209.3297,6158941.276,24.98,28.611,31.234,18.309,0.027289936,358.6965332
11553,602237.664,6158941.276,24.98,28.611,31.234,18.309,0.023643631,359.4680481
11554,602265.9982,6158941.276,24.98,28.611,31.234,18.309,0.017112155,360.0249634
11555,602294.3324,6158941.276,24.98,28.611,31.234,18.309,0.014793225,360.3273621
11556,602322.6667,6158941.276,25.04,28.733,31.301,18.285,0.017561043,360.5675964
11557,602351.0009,6158941.276,25.04,28.733,31.301,18.285,0.023703469,360.9805603
11558,602379.3351,6158941.276,25.04,28.733,31.301,18.285,0.029290605,361.6378479
11559,602407.6694,6158941.276,23.962,30.186,36.772,29.259,0.030407565,362.4113464
11560,602436.0036,6158941.276,23.962,30.186,36.772,29.259,0.028415309,363.1474609
11561,602464.3378,6158941.276,23.962,30.186,36.772,29.259,0.02655419,363.796875
11562,602492.6721,6158941.276,23.962,30.186,36.772,29.259,0.026778093,364.412323
11563,602521.0063,6158941.276,23.691,30.736,38.513,32.591,0.028977828,365.1472778
11564,602549.3405,6158941.276,23.691,30.736,38.513,32.591,0.030738657,365.9962158
11565,602577.6748,6158941.276,23.691,30.736,38.513,32.591,0.030835805,366.881958
11566,602606.009,6158941.276,25.113,30.019,34.031,22.698,0.027895402,367.7440186
11567,602634.3433,6158941.276,25.113,30.019,34.031,22.698,0.021423949,368.4609985
11568,602662.6775,6158941.276,25.113,30.019,34.031,22.698,0.015541872,368.9582214
11569,602691.0117,6158941.276,25.113,30.019,34.031,22.698,0.016182082,369.3118591
11570,602719.346,6158941.276,24.3,29.78,34.61,24.399,0.023472676,369.7127991
11571,602747.6802,6158941.276,24.3,29.78,34.61,24.399,0.032479193,370.3442688
11572,602776.0144,6158941.276,24.3,29.78,34.61,24.399,0.037890837,371.1431885
11573,602804.3487,6158941.276,24.032,29.69,34.62,24.395,0.03923035,371.9468689
11574,602832.6829,6158941.276,24.032,29.69,34.62,24.395,0.038388144,372.7011108
11575,602861.0171,6158941.276,24.032,29.69,34.62,24.395,0.035634,373.3878784
11576,602889.3514,6158941.276,24.032,29.69,34.62,24.395,0.03112564,373.9749756
11577,602917.6856,6158941.276,24.592,29.875,34.043,22.711,0.025479635,374.4770203
11578,602946.0198,6158941.276,24.592,29.875,34.043,22.711,0.0207952,374.9170837
11579,602974.3541,6158941.276,24.592,29.875,34.043,22.711,0.01967073,375.348999
11580,603002.6883,6158941.276,24.055,30.643,36.828,28.231,0.021297626,375.8484497
11581,603031.0226,6158941.276,24.055,30.643,36.828,28.231,0.022732235,376.4204102
11582,603059.3568,6158941.276,24.055,30.643,36.828,28.231,0.021420563,377.0243835
11583,603087.691,6158941.276,24.055,30.643,36.828,28.231,0.0170053,377.53302
11584,603116.0253,6158941.276,24.52,30.801,36.364,26.889,0.013230059,377.8559265
11585,603144.3595,6158941.276,24.52,30.801,36.364,26.889,0.013316311,378.0417786
11586,603172.6937,6158941.276,24.52,30.801,36.364,26.889,0.016803775,378.2688904
11587,603201.028,6158941.276,24.32,30.932,36.903,27.919,0.022609111,378.7140503
11588,603229.3622,6158941.276,24.32,30.932,36.903,27.919,0.02539387,379.3484192
11589,603257.6964,6158941.276,24.32,30.932,36.903,27.919,0.024081388,379.9684448
11590,603286.0307,6158941.276,24.32,30.932,36.903,27.919,0.022007268,380.5177917
11591,603314.3649,6158941.276,24.605,31.167,36.928,27.592,0.020865226,381.0316162
11592,603342.6991,6158941.276,24.605,31.167,36.928,27.592,0.021234542,381.543335
11593,603371.0334,6158941.276,24.605,31.167,36.928,27.592,0.023289315,382.1017151
11594,603399.3676,6158941.276,24.605,31.167,36.928,27.592,0.026667833,382.7360229
11595,603427.7019,6158941.276,23.689,31.562,39.343,32.692,0.029892474,383.4611816
11596,603456.0361,6158941.276,23.689,31.562,39.343,32.692,0.030844554,384.2156067
11597,603484.3703,6158941.276,23.689,31.562,39.343,32.692,0.031572882,384.8499146
11598,603512.7046,6158941.276,24.804,30.011,33.218,20.085,0.035265956,385.3930664
11599,603541.0388,6158941.276,24.804,30.011,33.218,20.085,0.040577069,386.0220337
11600,603569.373,6158941.276,24.804,30.011,33.218,20.085,0.046080139,386.8449097
11601,603597.7073,6158941.276,24.804,30.011,33.218,20.085,0.050426289,387.9169312
11602,603626.0415,6158941.276,24.408,30.283,34.38,22.203,0.052600764,389.1554871
11603,603654.3757,6158941.276,24.408,30.283,34.38,22.203,0.053179942,390.4794922
11604,603682.71,6158941.276,24.408,30.283,34.38,22.203,0.050378542,391.8262939
11605,603711.0442,6158941.276,23.679,31.648,39.048,31.281,0.042001061,393.0282288
11606,603739.3784,6158941.276,23.679,31.648,39.048,31.281,0.029409941,393.9594421
11607,603767.7127,6158941.276,23.679,31.648,39.048,31.281,0.016567463,394.5957947
11608,603796.0469,6158941.276,23.679,31.648,39.048,31.281,0.01563954,394.8886108
11609,603824.3811,6158941.276,23.405,31.161,38.126,29.748,0.023802476,394.8759766
11610,603852.7154,6158941.276,23.405,31.161,38.126,29.748,0.029702732,394.6694031
11611,603881.0496,6158941.276,23.405,31.161,38.126,29.748,0.032415498,394.3360596
11612,603909.3839,6158941.276,24.991,29.662,31.474,16.022,0.031758267,393.9407043
11613,603937.7181,6158941.276,24.991,29.662,31.474,16.022,0.027753929,393.5883789
11614,603966.0523,6158941.276,24.991,29.662,31.474,16.022,0.022962002,393.3538208
11615,603994.3866,6158941.276,24.991,29.662,31.474,16.022,0.019056246,393.203125
11616,604022.7208,6158941.276,26.321,29.505,28.813,9.9555,0.013859793,393.044342
11617,NA,NA,NA,NA,NA,NA,NA,NA
11618,NA,NA,NA,NA,NA,NA,NA,NA
11619,NA,NA,NA,NA,NA,NA,NA,NA
11620,NA,NA,NA,NA,NA,NA,NA,NA
11621,NA,NA,NA,NA,NA,NA,NA,NA
11622,NA,NA,NA,NA,NA,NA,NA,NA
11623,NA,NA,NA,NA,NA,NA,NA,NA
11624,NA,NA,NA,NA,NA,NA,NA,NA
11625,NA,NA,NA,NA,NA,NA,NA,NA
11626,NA,NA,NA,NA,NA,NA,NA,NA
11627,NA,NA,NA,NA,NA,NA,NA,NA
11628,NA,NA,NA,NA,NA,NA,NA,NA
11629,NA,NA,NA,NA,NA,NA,NA,NA
11630,NA,NA,NA,NA,NA,NA,NA,NA
11631,NA,NA,NA,NA,NA,NA,NA,NA
11632,NA,NA,NA,NA,NA,NA,NA,NA
11633,NA,NA,NA,NA,NA,NA,NA,NA
11634,NA,NA,NA,NA,NA,NA,NA,NA
11635,NA,NA,NA,NA,NA,NA,NA,NA
11636,NA,NA,NA,NA,NA,NA,NA,NA
11637,NA,NA,NA,NA,NA,NA,NA,NA
11638,NA,NA,NA,NA,NA,NA,NA,NA
11639,NA,NA,NA,NA,NA,NA,NA,NA
11640,NA,NA,NA,NA,NA,NA,NA,NA
11641,NA,NA,NA,NA,NA,NA,NA,NA
11642,NA,NA,NA,NA,NA,NA,NA,NA
11643,NA,NA,NA,NA,NA,NA,NA,NA
11644,NA,NA,NA,NA,NA,NA,NA,NA
11645,NA,NA,NA,NA,NA,NA,NA,NA
11646,NA,NA,NA,NA,NA,NA,NA,NA
11647,NA,NA,NA,NA,NA,NA,NA,NA
11648,NA,NA,NA,NA,NA,NA,NA,NA
11649,NA,NA,NA,NA,NA,NA,NA,NA
11650,NA,NA,NA,NA,NA,NA,NA,NA
11651,NA,NA,NA,NA,NA,NA,NA,NA
11652,NA,NA,NA,NA,NA,NA,NA,NA
11653,NA,NA,NA,NA,NA,NA,NA,NA
11654,NA,NA,NA,NA,NA,NA,NA,NA
11655,NA,NA,NA,NA,NA,NA,NA,NA
11656,NA,NA,NA,NA,NA,NA,NA,NA
11657,NA,NA,NA,NA,NA,NA,NA,NA
11658,NA,NA,NA,NA,NA,NA,NA,NA
11659,NA,NA,NA,NA,NA,NA,NA,NA
11660,NA,NA,NA,NA,NA,NA,NA,NA
11661,NA,NA,NA,NA,NA,NA,NA,NA
11662,NA,NA,NA,NA,NA,NA,NA,NA
11663,NA,NA,NA,NA,NA,NA,NA,NA
11664,NA,NA,NA,NA,NA,NA,NA,NA
11665,NA,NA,NA,NA,NA,NA,NA,NA
11666,NA,NA,NA,NA,NA,NA,NA,NA
11667,NA,NA,NA,NA,NA,NA,NA,NA
11668,NA,NA,NA,NA,NA,NA,NA,NA
11669,NA,NA,NA,NA,NA,NA,NA,NA
11670,NA,NA,NA,NA,NA,NA,NA,NA
11671,NA,NA,NA,NA,NA,NA,NA,NA
11672,NA,NA,NA,NA,NA,NA,NA,NA
11673,NA,NA,NA,NA,NA,NA,NA,NA
11674,NA,NA,NA,NA,NA,NA,NA,NA
11675,NA,NA,NA,NA,NA,NA,NA,NA
11676,NA,NA,NA,NA,NA,NA,NA,NA
11677,NA,NA,NA,NA,NA,NA,NA,NA
11678,NA,NA,NA,NA,NA,NA,NA,NA
11679,NA,NA,NA,NA,NA,NA,NA,NA
11680,NA,NA,NA,NA,NA,NA,NA,NA
11681,NA,NA,NA,NA,NA,NA,NA,NA
11682,NA,NA,NA,NA,NA,NA,NA,NA
11683,NA,NA,NA,NA,NA,NA,NA,NA
11684,NA,NA,NA,NA,NA,NA,NA,NA
11685,NA,NA,NA,NA,NA,NA,NA,NA
11686,NA,NA,NA,NA,NA,NA,NA,NA
11687,NA,NA,NA,NA,NA,NA,NA,NA
11688,NA,NA,NA,NA,NA,NA,NA,NA
11689,NA,NA,NA,NA,NA,NA,NA,NA
11690,NA,NA,NA,NA,NA,NA,NA,NA
11691,NA,NA,NA,NA,NA,NA,NA,NA
11692,NA,NA,NA,NA,NA,NA,NA,NA
11693,NA,NA,NA,NA,NA,NA,NA,NA
11694,NA,NA,NA,NA,NA,NA,NA,NA
11695,NA,NA,NA,NA,NA,NA,NA,NA
11696,NA,NA,NA,NA,NA,NA,NA,NA
11697,NA,NA,NA,NA,NA,NA,NA,NA
11698,NA,NA,NA,NA,NA,NA,NA,NA
11699,NA,NA,NA,NA,NA,NA,NA,NA
11700,NA,NA,NA,NA,NA,NA,NA,NA
11701,NA,NA,NA,NA,NA,NA,NA,NA
11702,NA,NA,NA,NA,NA,NA,NA,NA
11703,NA,NA,NA,NA,NA,NA,NA,NA
11704,NA,NA,NA,NA,NA,NA,NA,NA
11705,NA,NA,NA,NA,NA,NA,NA,NA
11706,NA,NA,NA,NA,NA,NA,NA,NA
11707,NA,NA,NA,NA,NA,NA,NA,NA
11708,NA,NA,NA,NA,NA,NA,NA,NA
11709,NA,NA,NA,NA,NA,NA,NA,NA
11710,NA,NA,NA,NA,NA,NA,NA,NA
11711,NA,NA,NA,NA,NA,NA,NA,NA
11712,NA,NA,NA,NA,NA,NA,NA,NA
11713,NA,NA,NA,NA,NA,NA,NA,NA
11714,NA,NA,NA,NA,NA,NA,NA,NA
11715,NA,NA,NA,NA,NA,NA,NA,NA
11716,NA,NA,NA,NA,NA,NA,NA,NA
11717,NA,NA,NA,NA,NA,NA,NA,NA
11718,NA,NA,NA,NA,NA,NA,NA,NA
11719,NA,NA,NA,NA,NA,NA,NA,NA
11720,NA,NA,NA,NA,NA,NA,NA,NA
11721,NA,NA,NA,NA,NA,NA,NA,NA
11722,NA,NA,NA,NA,NA,NA,NA,NA
11723,NA,NA,NA,NA,NA,NA,NA,NA
11724,NA,NA,NA,NA,NA,NA,NA,NA
11725,NA,NA,NA,NA,NA,NA,NA,NA
11726,NA,NA,NA,NA,NA,NA,NA,NA
11727,NA,NA,NA,NA,NA,NA,NA,NA
11728,NA,NA,NA,NA,NA,NA,NA,NA
11729,NA,NA,NA,NA,NA,NA,NA,NA
11730,NA,NA,NA,NA,NA,NA,NA,NA
11731,NA,NA,NA,NA,NA,NA,NA,NA
11732,NA,NA,NA,NA,NA,NA,NA,NA
11733,NA,NA,NA,NA,NA,NA,NA,NA
11734,NA,NA,NA,NA,NA,NA,NA,NA
11735,NA,NA,NA,NA,NA,NA,NA,NA
11736,NA,NA,NA,NA,NA,NA,NA,NA
11737,NA,NA,NA,NA,NA,NA,NA,NA
11738,NA,NA,NA,NA,NA,NA,NA,NA
11739,NA,NA,NA,NA,NA,NA,NA,NA
11740,NA,NA,NA,NA,NA,NA,NA,NA
11741,NA,NA,NA,NA,NA,NA,NA,NA
11742,NA,NA,NA,NA,NA,NA,NA,NA
11743,NA,NA,NA,NA,NA,NA,NA,NA
11744,NA,NA,NA,NA,NA,NA,NA,NA
11745,NA,NA,NA,NA,NA,NA,NA,NA
11746,NA,NA,NA,NA,NA,NA,NA,NA
11747,NA,NA,NA,NA,NA,NA,NA,NA
11748,NA,NA,NA,NA,NA,NA,NA,NA
11749,NA,NA,NA,NA,NA,NA,NA,NA
11750,NA,NA,NA,NA,NA,NA,NA,NA
11751,NA,NA,NA,NA,NA,NA,NA,NA
11752,601500.9738,6158912.942,24.129,28.514,33.097,21.882,0.058209311,365.0226135
11753,601529.3081,6158912.942,24.129,28.514,33.097,21.882,0.057228297,364.1315002
